English,Hausa
Even the fastest horse only has four legs.,Dokin da ya fi sauri ma dai ƙafa huɗu ce da shi.
"Even though it was very cold, we went out.","Duk da ana sanyi sosai, amma mun fita."
"Eventually, my curiosity overcame my fear.","A ƙarshe dai, bin ƙwaƙwaf ɗina ya rinjayi tsorona."
Every family has a skeleton in the closet.,Kowanne dangi dai suna da kashi a gindi.
Every member but me believes what he says.,Kowanne mamba ya yarda da abin da ya faɗa amma ban da ni.
Everybody was gathered in the living room.,Kowa ya taru a falo.
Everyone else has gone home for the night.,kowa da kowa ya tafi gida saboda daren.
Everyone knows Ali has poor people skills.,Kowa ya san Ali ba shi da mu'amala mai kyau.
Everything must be handled very carefully.,Dole ne a dinga ɗaukar komai tare da kulawa.
Excessive smoking will injure your health.,Yawaita shan taba zai yi illa ga lafiyarka.
Excitement isn't good for a man of my age.,Ɗoki bai dace da mutumin da yake da shekaruna ba.
Extremists kidnapped the president's wife.,Masu tsatstsauran ra'ayi sun sace matar shugaban ƙasa.
Farmers always complain about the weather.,Manoma na yin ƙorafi a kodayaushe dangane da yanayin.
Few people live to be a hundred years old.,Mutane kaɗan ne ke iya rayuwa su kai shekara ɗari.
Few people live to be more than a hundred.,Mutane kaɗan ne ke iya rayuwa su wuce shekara ɗari.
First impressions can often be misleading.,Burgewa ta farkon haɗuwa yawanci takan zama yaudara.
Fishing is the only thing Ali wants to do.,Kamun kifi shi ne kaɗai abin da Ali yake son aikatawa.
"For goodness' sake, please be nice to him.","Na roƙe ka, don Allah ka kyautata masa."
Fortunately he didn't die in the accident.,An yi sa'a bai mutu a hatsarin ba.
France and Britain were at war once again.,Ƙasar Faransa da Birtaniya sun sake afkawa yaƙi.
"Frankly, I don't like what you're wearing.",Maganar gaskiya ba na son abin da kake sakawa.
French has many more vowels than Japanese.,Yaren Faransanci yana da haruffan wasulla sama da na yaren Japan.
"From year to year, pollution is worsening.","Daga shekara zuwa wata shekarar, guɓacewar muhalli yana ƙara tsananta."
Gas was escaping from a crack in the pipe.,Iskar gas na fita daga wata tsagewa a jikin bututun.
"Generally speaking, Americans like coffee.","Magana a dunƙule, Amurkawa suna son kofi."
Give me your address and telephone number.,Ka ba ni adireshinka da kuma lambar tarho.
"Give us two knives and four forks, please.",Don Allah a ba mu wuƙa guda biyu da kuma cokali mai yatsu guda huɗu.
"Given her inexperience, she has done well.","In aka yi la'akari da rashin ƙwarewarta, ta yi ƙoƙari sosai."
Go and see for yourself what has happened.,Ka je ka gane wa idanunka abin da ya faru.
Go to the doctor to get your prescription!,Ka je ka wajen likita domin ka karɓi takardar siyan maganinka.
Go upstairs right now and clean your room.,"Ka hau bene yanzun nan ka share ɗakinka.
"
Grab a rag and help me clean up this mess.,Ɗauki tsumma ka taimaka min wajen share wannan dattin.
Gradually the interest rate will increase.,A hankali yawan kuɗin ruwan zai ƙaru.
Hard work has made Japan what it is today.,Yin aiki tuƙuru shi ne ya mayar da ƙasar Japan yadda take yau.
Have you been able to confirm all of this?,Ka samu damar tabbatar da duka waɗannan?
Have you ever eaten alone in a restaurant?,Ka taɓa cin abinci kai kaɗai a gidan cin abinci?
Have you ever eaten in a restaurant alone?,Ka taɓa cin abinci a gidan cin abinci kai kaɗai ?
Have you ever forgotten your phone number?,Ka taɓa manta lambar wayarka?
Have you ever heard Ali play the clarinet?,Ka taɓa jin Ali yana busa sarewa?
Have you ever invited Ali to your parties?,Ka taɓa gayyatar Ali zuwa bukukuwan murnarka?
Have you ever ridden in a hot air balloon?,Ka taɓa tuƙa kumbon balan-balan?
Have you ever seen Ali's stamp collection?,Ka taɓa ganin tarin hatiman Ali?
Have you ever seen any of Ali's paintings?,Ka taɓa ganin ko da ɗaya ne daga cikin zanen fenti na Ali?
Have you ever thought of becoming a nurse?,Ka taɓa tunanin zama ma'aikacin jinya?
Have you figured out the math problem yet?,Ka gano yadda za ka amsa tambayar lissafin?
Have you found an answer to this question?,Ka gano amsar wannan tambayar?
Have you prepared everything for tomorrow?,Ka shirya komai saboda gobe?
Have you read the book Ali bought for you?,Ka karanta littafin da Ali ya siyo maka?
Have your parents met your girlfriend yet?,Shin har yanzu kuwa iyayenka sun haɗu da budurwarka?
Hawaii enjoys good weather the year round.,Jihar Hawaii tana da yanayi mai daɗi a bakiɗayan shekara.
He advocated abolishing the death penalty.,Ya yi gwagwarmayar kawar da hukuncin kisan kai.
He always keeps his room as neat as a pin.,Kodayaushe yana barin ɗakinsa cikin tsafta fes.
He always talks as if he knows everything.,Yana yin magana a kodayaushe kamar ya san komai.
He always tries to see the good in others.,Yana ƙoƙarin kyautata wa kowa zato.
He bought the picture for next to nothing.,Ya siyi hoton da ɗan kuɗi kaɗan.
He bribed the judge and got off scot-free.,Ya ba wa alƙalin cin hanci ya wuce salin-alin.
He came to Japan when he was 10 years old.,Ya zo ƙasar Japan lokacin yana ɗan shekara 10.
He came to Japan when he was a boy of ten.,Ya zo ƙasar Japan lokacin yana yaro  ɗan shekara 10.
He can make himself understood in English.,Yana iya yin bayani da Turanci a fahimce shi.
He conserved his energy for the next game.,Ya adana karsashinsa don wasa na gaba.
He continued his work after a short break.,Ya cigaba da aikinsa bayan hutun gajeren lokaci.
He contracted that illness many years ago.,Ya kamu da wannan cutar shekaru da dama da suka gabata
He convinced me that it was not his fault.,Ya gamsar da ni cewa ba laifinsa ba ce.
He couldn't pass the entrance examination.,Ba zai iya cin jarrabawar shiga ba.
He decided he would put off his departure.,Ya yanke shawarar ɗage tafiyarsa.
He did not realize where it had come from.,Ba san ta ina abin ya zo ba.
He did not see anyone else at the station.,Bai ga kowa ba a tashar.
He didn't come back to the base yesterday.,Bai dawo sansanin ba jiya.
He didn't jump high enough to win a prize.,Bai yi tsalle sosai ba da zai ba shi damar cin kyautar.
He didn't show up at the party last night.,Bai zo bikin murnar ba da aka yi daren jiya.
He does not know how to solve the problem.,Bai san yadda zai magance matsalar ba.
He does not need a wife to look after him.,Ba ya buƙatar matar da za ta dinga kula da shi.
He doesn't have as many books as she does.,Ba shi da litattafai masu yawa kamar yadda take da shi.
He doesn't know what to do with his money.,Bai san mai zai yi da kuɗinsa ba.
He drinks himself unconscious every night.,Yana shan giyar da ta fi ƙarfinsa a kowanne dare.
He estimated the loss at five million yen.,Ya ƙiyasta asarar ta kai Yen miliyan biyar.
He explained the main purpose of the plan.,Ya yi bayanin babbar manufar shirin.
He explained to me how to use the machine.,Ya yi mini bayanin yadda zan yi amfani da injin.
He fed his dog at the same time every day.,Yana ciyar da karensa a lokaci ɗaya a kowacce rana.
He fell under the suspicion of the police.,Ya faɗa ƙarƙashin zargi na 'yan sanda.
He finally achieved what he set out to do.,A ƙarshe dai ya cimma abin da ya tsara aiwatarwa.
He gave her an engagement ring last night.,Ya ba ta zoben baiko a daren jiya.
He gets up as early as five every morning.,Yana tashi da duku-duku misalin ƙarfe biyar a kowacce safiya.
He got up earlier than usual this morning.,Ya tashi yau da safe da wuri ba kamar yadda ya saba ba.
He graduated from high school this spring.,Ya kammala babbar makaranta a wannan bazarar.
He had his car stolen in that parking lot.,An sace motarsa a wancan wajen yin fakin ɗin.
He had no difficulty in finding the place.,Bai sha wahalar gano wajen ba.
He had to leave for Tokyo on short notice.,Dole ya tafi zuwa Tokyo cikin gaggawa.
He has a bad reputation with his students.,Ba shi da shaida ta gari a tare da ɗalibansa.
He has many acquaintances but few friends.,"Ya san mutane da dama, amma abokanansa kaɗan ne."
He has very little knowledge of geography.,Yana da ƙarancin ilimin geography.
He helped me to get over the difficulties.,Ya taimaka min wajen fita daga matsaloli.
He inherited the business from his father.,Ya gaji kasuwancin daga wajen mahaifinsa.
He is a doctor and a university professor.,Shi likita ne kuma farfesa ne a jami'a.
He is always busy feathering his own nest.,Ba shi da lokaci a kodayaushe ya mai da hankali kan harkokin gabansa.
He is always here between 5 and 6 o'clock.,Kodayaushe yana nan tsakanin ƙarfe 5 zuwa 6.
He is known to all the people in the town.,Shi sananne ne a wajen duk mutanen garin.
"He is leaving for Peru tomorrow, isn't he?","Zai tafi zuwa ƙasar Peru gobe, ko ba zai tafi ba?"
He is not content with his present salary.,Bai wadatu da albashinsa ba na yanzu.
He is not the boy who came here yesterday.,Ba shi ne yaron da ya zo jiya ba.
He is now almost as tall as his father is.,Tsayinsa a yanzu ya kusan kai na mahaifinsa.
He is so aggressive that others avoid him.,Yana da fushi sosai har wasu mutanen na nesantarsa.
He is so impolite that everyone hates him.,Ba shi da ladabi sosai har kowa ma ya tsane shi.
He is still on the payroll of the company.,Har yanzu yana cikin jadawalin biyan kuɗi na kamfanin.
He is the bravest soldier that ever lived.,Shi ne soja mafi jarumta da aka taɓa yi.
He is writing a letter to his parents now.,Yana rubutawa iyayensa wasiƙa yanzu.
He lay awake for hours thinking about her.,Ya kwanta tsawon awanni bai yi bacci ba yana tunaninta.
He likes being surrounded by young people.,Yana son ya ga matasa a kewaye da shi.
He made me so angry that I got a headache.,Ya fusata ni sosai har ciwon kai ya kama ni.
He makes three times more money than I do.,Yana samun kuɗi ninki ukun yadda nake samu.
He must be very angry to say such a thing.,Dole fushi ne sosai ya sa shi ya faɗi irin wannan abu.
He never fails to write home once a month.,Bai taɓa fashin rubuta wasiƙa zuwa gida ba ko sau ɗaya a kowanne wata
He organized a boycott of the bus service.,Ya shirya gangamin ƙaurace wa ayyukan motocin bas.
He presented me with a bouquet of flowers.,Ya kawo min kyautar damin furanni.
He promised me that he won't tell anybody.,Ya yi min alƙawarin cewa ba zai faɗa wa kowa ba.
He promised me that he would come at four.,Ya yi min alƙawarin cewa zai zo da misalin ƙarfe huɗu.
He promised that he would never lie again.,Ya yi min alƙawarin cewa ba zai sake yin ƙarya ba.
He put in ten hours of overtime this week.,Ya yi aikin ƙarin lokaci na sa'a goma a wannan satin.
He said nothing that would make her angry.,Babu abin da ya faɗa da zai fusata ta.
He saw himself as the savior of the world.,Yana ɗaukar kansa a matsayin wanda zai ceci duniya.
He saw no advantage in waiting any longer.,Bai ga amfanin yin jira na tsawon lokaci ba.
He seems to have been ill for a long time.,Kamar dai bai ba shi da lafiya na tsawon lokaci.
He seems to know nothing about the matter.,Kamar dai bai san komai ba dangane da al'amarin.
He sent an immediate reply to my telegram.,Ya amsa saƙo cikin gaggawa ta cikin Telegram ɗina.
He shamed his whole family by his conduct.,Ya kunyata dukkanin danginsa da wannan abu da ya aikata.
He speaks Japanese as if he were Japanese.,Yana magana da yaren Japan kamar shi ɗan Japan ne.
He stopped smoking on his doctor's advice.,Ya daina shan taba sakamakon shawarar likita da ya bi.
"He struck a match, but quickly put it out.",Ya ƙyasta ashana amma ya yi sauri ya kashe ta
He succeeded in swimming across the river.,Ya yi nasarar yin iyo ta kan ruwan.
He teaches mathematics as well as English.,Yana koyar da lissafi hakanan da kuma Turanci.
He thinks that his success is due to luck.,Ya yi tunanin sa'a ce ta saka shi ya yi nasara.
He thought the matter over for three days.,Ya yi tunanin al'amarin sama da kwana uku.
He told me that he would see it once more.,Ya faɗa min cewa yana so ya sake gani.
He took off his hat and made a polite bow.,Ya cire hularsa ya kuma duƙa cikin girmamawa.
He took over the business after her death.,Ya karɓi ragamar  kasuwancin bayan mutuwarta.
He took over the business from his father.,Ya karɓi ragamar kasuwancin daga wajen mahaifinsa. 
He turned up the volume on the television.,Ya ƙaro sautin talabijin ɗin.
He was accused of stealing dinosaur bones.,An zarge shi da satar ƙasusuwan dinosaur.
He was arrested on the charge of burglary.,An kama shi bisa zargin laifin sata.
He was busy copying his friend's notebook.,Ya maida hankali wajen kwafar rubutu daga littafin abokinsa.
He was careful not to disrupt the meeting.,Ya yi takatsantsan don kada ya kawo cikas a cikin taron.
He was forced to resign as prime minister.,An tursasa shi ya ajiye aikinsa na Firaminista.
He was more surprised than I had expected.,Ya yi matuƙar mamaki sama da yadda na yi tsammani.
He was nearly run over at an intersection.,Kaɗan ya rage su yi karo a mahaɗar.
He was no longer dependent on his parents.,Yanzu bai dogara da iyayensa ba bakiɗaya.
"He was poor, so he couldn't go to college.","Shi talaka ne, saboda haka ba zai iya shiga babbar makaranta ba."
He was sentenced to death by firing squad.,An yanke masa hukuncin kisa ta hanyar harbin bindiga.
He was so poor that he couldn't buy bread.,Talaka ne sosai ta yadda ba zai iya siyan biredi ba.
He was so tired that he could hardly walk.,Ya gaji sosai yadda da ƙyar yake tafiya.
He was spreading mulch in the flower beds.,Yana fesa sinadarin mulch a kunyoyin fulawa.
He was the first man to cross the Pacific.,Shi ne mutum na farko da ya tsallake tekun Pacific.
He was the leader of the great expedition.,Shi ne shugaban babbar tafiyar bulaguron.
He washed her dirty hands before the meal.,Ya wanke hannayenta masu datti kafin cin abincin.
He went as far as to call you a hypocrite.,Ya zurfafa har da kiranka munafiki.
He went to the bank and changed his money.,Ya je banki ya canja kuɗaɗensa.
He would rather go by train than by plane.,Ya gwammace ya tafi a jirgin ƙasa maimakon jirgin sama.
He wrote on the social evolution of Japan.,Ya yi rubutu dangane da cigaban zamantakewa na ƙasar Japan.
He's always broke at the end of the month.,Yana shiga talauci a kodayaushe a ƙarshen wata.
He's an agent for a big insurance company.,Shi wakili ne na wani babban kamfanin inshora.
He's just not the person I thought he was.,Kawai ba shi ne mutumin da na yi zaton shi ne ba.
He's only a couple of years older than me.,Da 'yan shekaru kaɗan ya girme ni.
He's the boy we spoke about the other day.,Shi ne yaron da muka yi maganarsa ranar nan.
