english,ewe
"However, according to him, “Paris is not the city that gives the most money to associations of this type, far from it”","ke hã, ebe menye Paris ye nana ga wú le du siwo dea ga hatsotso siawo gɔme la o"
And then he ended up finding his pearl,memlɔe nu la eya hã va dogo eƒe kpe xɔasi la
She said to him:,"Egblɔ nae be,"
"Me too,",nye hã
It is a fact but not inevitable.,gake menye numatrɔmatrɔ o
“€” Pierre Christian O.,"""€” Pierre Christian O."
The success of Zip2 and its first millions help Elon to have even more confidence in himself,zip2 ƒe dziɖuɖu kple elon ƒe miliɔn gbãtɔwo de dziƒo nae
"I like down to earth books more and that may be why I liked “Véronika decides to die,",melɔ̃ agbãlɛ siwo le anyi eye numata melɔ̃  « Véronika décide de mourir» ɖo
I will insist so much that we will go drinking again,maƒoe ɖe wo nu alegbegbe be miayi ɖa noe godoo
"Since that day, the elephant has lived deep in the forest and no longer comes near the villages.",Tso gbe ma gbe dzi ye tiglinyi ti ave me eye me ga tea ɖe kɔƒewo ŋu o.
"To tell myself that God has made me perfect and that I strive to find faults in his work,",be magblɔ na ɖokui nye be Mawu wɔm nyuie eye mele didim be makpɔ afisiwo menyo le eƒe dowɔwɔ ŋu
"Nothing could be more fraternal for the natives of Kloto, where Madame comes from.",esia nye numame na klototɔ siwo lɔxonye nye la
"The main characters are 17 and 18 years old and Chibundu Onuzo herself was 17 when she started writing it,",nuwɔlawo vevietɔwo xɔ 17 kple 18 eye Chibundu Onuzo ŋutɔ xɔ 17 le esime wonɔ eŋlɔm
"And speaking of men, I finally see mine getting out of his taxi",ke mekpɔ srɔ̃nye wole dodom le tagzi me
"Ella is married and mother of 3 children,",eɖe srɔ̃ eye vi etɔ̃ le esi
"I saw your CV, it’s not bad but what do I gain from it?",wo nyagbalẽ nyo gake ekae nye tɔnye le eme
"Why don't you take your own house then,",nukata meɖo wò ŋutɔ aƒewo
"and the probability of abandonment of the platform by these young people supposed to ensure its survival would have been very great. """,nu ka dzidzi sia le ɣaɣlame?
"""""In the last few months, he's done two. """,ewɔ eve ŋudɔ le ɣleti siawo me
The vulture and the hornbill did not listen to the hen and took off into the sky with their heavy flight.,Kãga kple kalao wome se koklo ƒe nya o eye wodzo kpekpe aɖe yi dziƒo.
"Five teams, five projects, and two grand prizes","Ha atɔ̃, ɖoɖo atɔ̃ kple kplu gã eve"
Either I am honest and I tell you that I did not appreciate the writing of this book and that I think it could have been much better,nyemekpɔ ŋudzedze le agbalẽa ŋu o elabe woagate ŋu ŋlɔe nyuie wu
"Today, with the media, we say to ourselves that it is normal to go through this identity crisis","egbe la, kple nyakakadɔwɔƒewo ƒe kpeɖŋu la, miekpɔ be nu sia nye nu sime wole be miato vavã"
"I will give them new deadlines, for all the money I owe them",maga na ɖoƒe yeyewo wo hena fe siwo menyi la tútu
"“In this context, geography becomes an advantage: the proximity of two rich people can benefit them both.”","le go sia me ,teƒe le vevie eye ne hotsuitɔ eve wotsɔ ɖe wonɔewo gbɔ la aɖe vi na wo"
"My mother could even cook gravel, and make us eat it like beans",nɔnye ate ŋu ɖa kpekui ahena miaɖui abe ayi enee
Allah can shake up everything we take for granted overnight,Allah ate ŋu atrɔ nu siwo mietsɔa be wosu mia si la le aɖabaƒoƒo ɖeka ko me
what she carries within her even less,eye eƒe kutsetsewo hã melɔ̃a esia o
He ate at his desk,eɖu nu le dɔme
I am sacred.,mekpɔ dziɖuɖu
Parents are no longer involved in the children's school curriculum.,dzilawo megale ɖeke tsɔm le eme na wo viwo ƒe sukudede o
"“The challenge for the State is to maintain moral ascendancy, even when it achieves victories in military theaters.”",fioha ƒe taɖodzinu la enye be amewo nale dzi ɖe ƒo le nɔnɔmewo katã me
This is not good.,Menyo o.
"And our sin will be great, entrusting precious things to innocent fools",eye miaƒe vodada akpẽ nenye be mietsɔ nu xɔasi de numanyala maɖiƒɔ̃wo si mee
"“I went there reluctantly, dragging my feet and grumbling.”",nyemeyi kple dzi nyui o esia woe be nyeme keɖi o
Togo / Covid-19: towards the closure of bars in localities hosting traditional festivals,Togo/ Koronadɔ: woɖota ahanoƒewo tu ge le du siwo me woɖua dezãwo le na lae
"You must sleep under an impregnated mosquito net,",Mimlɔ mudɔ si wode atike na la me
that I will have time to do it later,be gameli mawɔ esia emegbe
"Yes, there was a time when someone managed to make me believe that everything he did was exactly the wrong thing to do to a woman.","gaƒoƒo aɖe dzi la, wona mexɔse be nu si wɔm wole la menyo be woawɔ kple amesrɔ̃ o"
States have decided since Beijing to meet every five years to take stock of the situation,duawo ɖui le Beijin be yewoanɔ kpekpe ƒè atɔ sia ƒè atɔ hena numedzodzro
"4- At the restaurantAt the ice cream parlor or at the restaurant, I like to read while waiting for my order to be brought to me,",le nuɖuƒe la melɔ̃ nuxexlẽ xenɔa nye nuɖuɖu lalam
"This matter doesn't concern me, go see someone else!",Nya ma mekam o. Yi ame bubu gbɔ
»Alice pretends not to see him,alice wɔ abe ɖee mele ekpɔm o ene
"I must have slept soundly, thinking I was dozing off, since someone took off my shoes and tried to untie my tie",medɔ alɔ̃ yi eme ʋĩi eye ame aɖe ɖe nye afɔkpa eye wogbɔdzɔ kɔla hã
"“We understand the inequalities associated with the previous brand name and face,” she added",yewo se masɔnyenye si nɔ ŋkɔ kple nɔnɔmetata xoxoa me la me
"The success rate at entry into sixth grade will increase,",sukuvi siwo ayi titina suku ɖoƒe gbãtɔ le agbɔ sɔ ge
"July, 0 Photo: Agenda Africa Click to share on LinkedIn (opens in a new window) NEXT STORY","ne afɔku aɖe dzɔ ɖe miadzi la, le esime miadze yevuwo s;srɔ̃ aŋlɔ nu be ""Je suis charlie"" la,"
Required fields are marked * Our carelessness and willful ignorance harm us chronically.,míaƒe ɖekematsɔ le eme kple mumanyamanya mele míadzi dem kura o
"Soraya also focuses on her relationship with Ishaq, a young man converted to Islam",soraya te gbe hã ɖe eya kple ishaq ɖekakpui aɖe si trɔ dzime va m:oslɛme me ƒe kadedewo ŋue
So I followed the first opportunity that came my way and taught for over 30 years,ke ɖeko medze nufifia eye mewɔe ƒe bla etɔ̃
"In his third year of university, he decided to take a break from his studies to travel around the world",le nusrɔƒeè etɔ lia me la Dave ɖoe be yadzudzɔ nusɔsrɔ̃ vie ahe ɖi gtsa to xexeame gbɔ
"By criteria we are talking about religion, a certain intellect and a stable financial situation (he can support himself)","mia didi gɔmee nye; xɔse, sukudede kple d;lowɔɖui nɔamesi sie awɔ be woakpɔ mia dzi"
He had tied a towel around his waist and his eyes couldn't tear themselves away from his potbelly.,etro ƒaƒaŋu ɖe alĩ eye nyɔnua ƒe ŋku mele dzodzom le eƒe ƒodo loto la dzi o
He keeps his head on my neck and tells me he missed me terribly,eƒe ta gale kɔme nam esi wogblɔ be ye kpɔmɔ nam ŋutɔ
"Today I really need it because... I stop whenever I want, I just don't want to now,",medzro vevie egbe elabena  matɔte le gasime medi ke menye fifia o
"In the darkness, Youma saw something like a floating island emerge from the water and swim towards her: it was the old caiman.","Le vivitia me la, Yuma kpɔ nane dogo heƒu tsia gbɔna egbɔ abe anyigba si le tsi dzi la ene. Lo tsitsi la ye."
– Appearance is sometimes deceptive…– At least not ours,dzedzeme blea ame ɣe aɖewo ɣi- ke mia woe o
"They even made two trash cans from recycled plastic cans,",ewɔ gbelɔnu kple aŋɔgowo
"That’s how I met Houley, whom I ended up meeting a few years later in France.",to esia mee medze si Houley le eye mlɔeba nye kpli miedo go le Frãse
The truth is that the arrival of a child changes absolutely everything,nyawo wonye be vi ƒe vava trɔa nuwo katã
You still picked his pockets,etsa gome nea?
"The session was improvised but I think it was and is necessary,",nusɔsrɔ̃ me le ŋuɖoɖo me o gake mekpɔe be enɔ eye wole vevie
"Will we see Cameroon follow the path traced by Congo Brazzaville, Gabon and many others?",xexlemegbalẽ sia kuɖe mɔzɔnyawo ko ŋu elabe woawoe le afɔku hem vae
"The camp is run by the South Korean foundation, Saemaul Undong and is part of the operationalization of the Kara agropolis",koreakpeɖeŋuɖoɖo Seamaul de megbe na wɔna sia hena kara ƒe Afropol dɔ gɔmedzedze
It is said that we are never ready to welcome a child,wogblɔa be wome dzrana ɖo ɖi na vitɔ́nyenye o
"“If we stick to the definition in the Larousse dictionary, then the desire of Cameroonians is that everything goes well.”","le míaƒe hatsotsoa me la,ŋtete le míasi be míaɖo yaʋalaɖaka anyi eye míanɔ dɔwɔm lz edzi ɣesiɣi"
"During middle school, Elon was targeted and harassed by some students","esi wonɔ titina sulu la, etɔ aɖewo tsia eyome"
"“Indeed, belonging to the party would still open many doors for us.”",vavã dunyagblɔha sia menɔnɔ aga ʋu agbo geɖewo na mí
"As for drawing water from it, you shouldn't think about it either!","Ne tsi kuku tɔ ya la, mega susui gɔ hã o."
"But it doesn't stop there,",Metɔ ɖe afima o
"Anyway, who is interested?",ame ka esia ka
The principal of the college congratulated us on the initiative although he found it a little too short,sukuadzikpɔla da akpe na mi ɖe ɖoɖoa ta to egbɔ be ebe ele kpuie hã
"To sweep away these bad thoughts I thought about why I wanted to do this,","ne matsɔ ɖe susu baɖa siawo ɖa la, mebu tame le nusita medi be mawɔe"
What can you give me to take you to the next step?,nu ka la nam alebe nayi ɖe ɖoƒe evelia
He was not going to face the mockery of the villagers by returning empty-handed.,Matem anɔ kɔƒea me tɔwo ƒe amekoko nu ne eyi asiƒuƒlu o.
"They, and all the others, left us with fabulous memories, and sparkling smiles,",yé kple etɔwo na mi ŋukuɖodzi nu geɖewo
"“Everyone had their say and, according to some, a revolution may already be underway.”",ame sia ame gbllɔ eƒe susu la eye awɔ abe tɔtrɔ gã aɖe le mo dom ɖa ene
The first gives us a general overview of insurance and presents the different branches of the field.,eɖe megbededzɔ fia kple eƒe alɔdzewo
"“Instead of being interpreted at will, sacralized and dogmatized, this discourse should be adopted and adapted, contextualized.”",abe alesi woabuii abe nudzrodzro ene la ele be woahe dzeɖoɖo sia va alesi nudzɔdzɔawo yi la nu
Maybe it was to console himself...,alo esia alebe woadzudzɔa
"we must also emphasize the verbal part, the gestural part (contempt, disgust) and so on. ""","ne mieɖe hahaonususu kple afrikasusuwo ɖe aga ɖe, ɖee miagblɔ be ahiãvi ate ŋu ado avu na eƒe nyɔnua"
You can have the testimonials here,miakpɔ ɖaseɖiɖiwo le afii
We made a good duo,mi kple eve la mienye eveƒokpli nyuiwo va yi
"A great stir, followed by a monstrous wave, sank all the boats in the port.",Ƒutsotsoe gã aɖe nyrɔ mɛlɛwo katã kple howɔwɔ gã aɖe.
”“Ahi Claude what do you have today,"oh, Claude nu kae le wɔwom egbea"
Leaders' speeches were recorded then sent to the UN amid concerns over the coronavirus pandemic,ne nyɔnuwo metso ɖe esia ŋu o la mama anɔ anyi ɖaa le aɖaŋuɖenyawo me
"The Government paid tribute, this Wednesday, September 23, 2020, to the compatriots victims of the terrorist attack of September 23, 1986",dziɖuɖua de bubu dumevi siwo kpɔ kú le akpasesẽduxɔnu siwo va eme le anyɔnyɔ 23 lia le ƒè 1986 lia me dzie
You will not leave here without telling me three indisputable truths.,Mele dzodzo ge  le afi sia o negbe ato nyateƒe matrɔmatrɔ etɔ nam.
I have been part of the Global Shapers since December 2016,mele wome tso dzome 2016 lia meke
I hope that the Blogcamp will be quickly extended or replicated in other African countries.,anyo ne esia ayi ɖe afrika duwo katã me
"When Pembe dies, Esma grabs her pen to prevent her mother from dying a second time","esi Pembe ku la, Esma dze nu ŋɔŋlɔ ale be dadaa nagaku zi eve lia o"
Sources also say that two angels intervened to defend the Prophet Muhammad (saw),wogblɔ hã be dɔla evwo va ʋli eta
"A few, girls and boys, had started working while a handful also studied around the world",ɖewo ŋutsu kple nyɔnuwo siã dze dɔwɔwɔ gɔme eye ɖewo ya le nusɔsrɔ̃ dzi yim le xexeame godoo
What does it matter to me that she wants to die obese?,"ne lolo wui ɖe, nu ka wowɔ nam"
It is at this stage of mourning that guilt can manifest itself.,kukɔnuawo ƒe ɖoƒe sia ye nyotsoɖe ameɖpkui ŋuwo vana lena
And we fight to keep it that way.,eye míe susɔ le ʋliʋlim be woanɔ alea
I understand better why Christine always takes so long to prepare,mese egɔme azɔ nu si ta Christine wɔa ɣeyiɣi geɖe ŋudɔ hedzrana ɖo
What did you do,nu ka newɔ?
"For us, only one match in the FC Bayern jersey has gone very well so far","miawo la, ʋiʋli ɖeka koe nye esia miewɔ le haa me"
The months from August to October were full of travel for work and pleasure,"tso dasialime yi kele me la, mezɔmɔ geɖe eye dzidzɔ nɔ eme"
"I don't see a woman my age having that much...
Times haven't changed, son, she snapped.","egbe nyɔnu aɖeke mate ŋu... Etsoe le nunye be nuwo metrɔ o, vinye"
"Out of spite, he tried one last question:",ke hã ega bia nya aɖe
"Like many others, she knew that Abu Sofyan especially wanted to monopolize her wealth","abe ame bubuwo ke ene la, enyae be ɖeko wole yeƒe nunɔamesiwo yomee"
"She was trembling, crying, lamenting.","Enɔ ƒoƒom, nɔ avi fam, nɔ konyi fam."
"Claude, for his part, has his jaw so tense that I fear he might hurt himself.",Claude ƒe glã kpe sesie
"Ah well, said Bouki, you must be very strong and very naughty and above all a great fighter...","Buki be, Nyawo? Asesẽ eye nasẽ ŋuta ŋutɔ, eye vevietɔ la, awɔ kalẽ ŋutɔ."
"I'm going to stop there, even though I still have a ton of things to say about €œSilence of the choir€,",manɔte ɖe afisia to gbɔ be meɖo nya geɖewo agblɔ tso «silence du choeur» ŋu
"""I would almost decry the author's lack of subjectivity, but as we are used to on this blog, it is not felt.""","matsitre ɖe nuŋlɔla sia ƒe aƒɔɖeɖe ŋu gake abe alesi wòma amewo le yaʋalaɖakawo dzi la ,ame aɖeke madzesi o"
"A school that nurtures children's curiosity and helps them develop their talents,",suku aɖe si na ɖeviwo kua nume eye wokpea ɖewo ŋuti be woɖe woƒe nunɔ amesiwo ɖe go
"The demonstrations presented here are those of the radicalization Dieunedort Kamdem Nounga """""" """"",mikakae ne facebook kple whatsap dzi to asi zizi edzi me
"When you're asked to think with your brain and you refuse, these are the stories you create","ne wobe miazã susu miegbe la, nu siawo wohea vana ame dzi"
"I pushed my fingers as far as I could, thinking she would finally be excited, and let me do it.",mezi alɔa yi ɣɔ nyuie kple susu be anyɔ nane le eme eye woaɖe asi le ŋunye
